cINSEE;cp;Commune;Departement;Region;Statut;altitude;de Moyenne;population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
62081;62860;BARALLE;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;60;;0,5;50.2138070796,3.05693800103;"{""type"": ""Polygon"", ""coordinates"": [[[3.061026624082862, 50.19095609587486], [3.051461186332429, 50.19281031621927], [3.049795518385875, 50.205912451669626], [3.030846324772533, 50.22103128804741], [3.03440336184173, 50.22420009669046], [3.044179524271083, 50.23178457048239], [3.048821885149217, 50.22642212168603], [3.072616725273378, 50.22625773333357], [3.084674403793509, 50.22159867155331], [3.069307737313711, 50.211874463666945], [3.06993711646358, 50.20151157970245], [3.061026624082862, 50.19095609587486]]]}";35427;81;35;1;62;31
94037;94250;GENTILLY;VAL-DE-MARNE;ILE-DE-FRANCE;Commune simple;60;;17,5;48.8132044389,2.34420659702;"{""type"": ""Polygon"", ""coordinates"": [[[2.344856549104409, 48.80541037414988], [2.337884503474758, 48.812971810560256], [2.329063222575344, 48.81378604475913], [2.33190893200826, 48.817012789148606], [2.343909438065682, 48.815757146101575], [2.352867224066928, 48.81821631152152], [2.356354375206668, 48.815959695907644], [2.344856549104409, 48.80541037414988]]]}";35377;37;87;3;94;11
85300;85190;VENANSAULT;VENDEE;PAYS DE LA LOIRE;Commune simple;60;;4,3;46.685677363,-1.54112129191;"{""type"": ""Polygon"", ""coordinates"": [[[-1.534229732288292, 46.637579590639646], [-1.54605404424541, 46.64368578101535], [-1.5487845284248931, 46.650332747429594], [-1.542231950955575, 46.65545410851593], [-1.543299515789055, 46.65882101037978], [-1.560744194964545, 46.665171866725885], [-1.567216748547382, 46.67764023075818], [-1.5970712851793332, 46.67628412433169], [-1.588851072475921, 46.69995577432101], [-1.5888314648436892, 46.71026568024677], [-1.594654038112028, 46.7160033420248], [-1.569450320938208, 46.714295590365644], [-1.542571675797457, 46.724193074961335], [-1.537851330974691, 46.72514653865137], [-1.5170857219330212, 46.71643327526601], [-1.51123660131481, 46.71106281995418], [-1.514226048131567, 46.70838381988081], [-1.501316527715496, 46.704490159271806], [-1.508605928395255, 46.692659639342125], [-1.492051125810022, 46.68552637620937], [-1.494751381862513, 46.67904423790489], [-1.5063819087768, 46.67360907898842], [-1.485823792405503, 46.66028329959059], [-1.5048153379004652, 46.65978160157351], [-1.5211938858756482, 46.642370032694735], [-1.534229732288292, 46.637579590639646]]]}";5229;300;23;2;85;52
53203;53290;SAINT-BRICE;MAYENNE;PAYS DE LA LOIRE;Commune simple;60;;0,5;47.8614989489,-0.439457256097;"{""type"": ""Polygon"", ""coordinates"": [[[-0.44791401604058406, 47.832034586301766], [-0.45283969892304404, 47.8376280566092], [-0.44699420542566703, 47.846934784204564], [-0.44765953808652, 47.85368061078959], [-0.463489202311722, 47.86203342457], [-0.459861832378178, 47.86820322376058], [-0.46237558770545206, 47.881704777032446], [-0.4548281989327, 47.89022399564053], [-0.44240514861326, 47.884949961333696], [-0.43485230212379505, 47.8688122587608], [-0.430014418066026, 47.86790888445939], [-0.41845804657012703, 47.87327291257046], [-0.41203037078714605, 47.85763257128598], [-0.41098952862118, 47.84663667120954], [-0.425496315565408, 47.84933959001942], [-0.43247759346983805, 47.84077554009721], [-0.44791401604058406, 47.832034586301766]]]}";30522;203;13;1;53;52
85069;85430;LES CLOUZEAUX;VENDEE;PAYS DE LA LOIRE;Commune simple;60;;2,5;46.6332824296,-1.49422762383;"{""type"": ""Polygon"", ""coordinates"": [[[-1.510135150651078, 46.60033560279854], [-1.518072411616548, 46.60074402858548], [-1.532605139796144, 46.617008121412525], [-1.531230622274565, 46.626740074339864], [-1.534229732288292, 46.637579590639646], [-1.5211938858756482, 46.642370032694735], [-1.5048153379004652, 46.65978160157351], [-1.485823792405503, 46.66028329959059], [-1.450307148580779, 46.64870878673438], [-1.434497885467811, 46.63632631620432], [-1.449125323419721, 46.636038521512496], [-1.480681623482941, 46.62605989316655], [-1.483373128356104, 46.623140655894716], [-1.47742187454218, 46.61017004080755], [-1.4847340285776711, 46.605527655531006], [-1.501130173061763, 46.611999940237155], [-1.510135150651078, 46.60033560279854]]]}";14404;69;31;2;85;52
33264;33230;MARANSIN;GIRONDE;AQUITAINE;Commune simple;60;;1,1;45.073022085,-0.253636034832;"{""type"": ""Polygon"", ""coordinates"": [[[-0.25047237725322, 45.040225986106485], [-0.260827315747295, 45.045609397882494], [-0.27169646630912603, 45.04083876113688], [-0.274181900000229, 45.04703775385498], [-0.287593660440906, 45.056131783375555], [-0.296540236654736, 45.057354189927096], [-0.304172190579859, 45.05396483515443], [-0.306554941963, 45.05684995935272], [-0.30307728581625704, 45.062982060498285], [-0.28777601133310204, 45.06918436484764], [-0.28054602581425203, 45.073840341031975], [-0.278229714712088, 45.08748017183241], [-0.250992042924356, 45.10232745531976], [-0.24567150411993902, 45.10821393489874], [-0.221237498861892, 45.10776037514047], [-0.23178796447444902, 45.09633468443979], [-0.215350281591685, 45.084617776328194], [-0.228431756343857, 45.0516630698352], [-0.24224232040930802, 45.05173934326994], [-0.25047237725322, 45.040225986106485]]]}";18368;264;26;5;33;72
49256;49750;RABLAY-SUR-LAYON;MAINE-ET-LOIRE;PAYS DE LA LOIRE;Commune simple;60;;0,7;47.2836327964,-0.587916116064;"{""type"": ""Polygon"", ""coordinates"": [[[-0.609738626706673, 47.261401599211794], [-0.613191435016058, 47.26392551358951], [-0.6045919840703821, 47.2724932074682], [-0.607781288847783, 47.281928580159104], [-0.593954295073948, 47.296551494918546], [-0.5802632005292451, 47.298029272640214], [-0.558205545955012, 47.29380571728161], [-0.566462016680785, 47.28509922064271], [-0.609738626706673, 47.261401599211794]]]}";30222;256;32;1;49;52
16145;16200;FOUSSIGNAC;CHARENTE;POITOU-CHARENTES;Commune simple;61;;0,6;45.7127451252,-0.125082004293;"{""type"": ""Polygon"", ""coordinates"": [[[-0.114008561576889, 45.69368154973817], [-0.135449285452647, 45.693293918151596], [-0.155278383393469, 45.702752468999044], [-0.156403786537638, 45.70489284180384], [-0.154807429952063, 45.71501303563162], [-0.128694761908794, 45.72983590731929], [-0.125355431749437, 45.73609272919809], [-0.10767333812339701, 45.73221092955822], [-0.105108513757801, 45.72595531816901], [-0.096346691488361, 45.72389840980662], [-0.09724276339127, 45.71348318361696], [-0.099485442816913, 45.70690597369559], [-0.10743574419709, 45.70303714407154], [-0.114008561576889, 45.69368154973817]]]}";6020;145;17;2;16;54
33392;33410;SAINTE-CROIX-DU-MONT;GIRONDE;AQUITAINE;Commune simple;61;;0,9;44.5979961934,-0.272147017146;"{""type"": ""Polygon"", ""coordinates"": [[[-0.28343906624832305, 44.58404113142883], [-0.29450186926779, 44.59082978771099], [-0.29973922472657405, 44.60060286474692], [-0.30133534763677805, 44.60223110721081], [-0.285045555041599, 44.608591500363964], [-0.26028922868527504, 44.607342623048105], [-0.24714146454649602, 44.612289011802055], [-0.24336488630403702, 44.610228493000385], [-0.24467377921944602, 44.60360363377045], [-0.25414933988022, 44.591872977414205], [-0.264940366072802, 44.5850761706966], [-0.28343906624832305, 44.58404113142883]]]}";30966;392;17;3;33;72
50273;50250;LITHAIRE;MANCHE;BASSE-NORMANDIE;Commune simple;61;;0,6;49.2964016031,-1.48893562927;"{""type"": ""Polygon"", ""coordinates"": [[[-1.468591966150119, 49.2871371115231], [-1.478061446389862, 49.28522813391834], [-1.491739255730142, 49.2753821444642], [-1.500517184489819, 49.276306343861144], [-1.515254340053946, 49.28776690992863], [-1.5247864058912581, 49.28674328454756], [-1.524819244575765, 49.300302342983805], [-1.510048970195323, 49.30364678584401], [-1.498166701414451, 49.31060027733415], [-1.483599285800349, 49.315536371684914], [-1.473522538235302, 49.31479396288158], [-1.454355253757425, 49.303987557728796], [-1.4538838157040521, 49.29725222805789], [-1.457348020427059, 49.29177603496459], [-1.468591966150119, 49.2871371115231]]]}";36055;273;16;3;50;25
60141;60500;CHANTILLY;OISE;PICARDIE;Chef-lieu canton;61;;11;49.1762641654,2.48103481914;"{""type"": ""Polygon"", ""coordinates"": [[[2.4813123591442743, 49.157456503303216], [2.467314638278803, 49.16160309109216], [2.458118444830109, 49.15871196053284], [2.447949321875556, 49.166173094628604], [2.45771642605549, 49.18139379278635], [2.4566605293663732, 49.20097944770721], [2.4609921987807972, 49.20266213543813], [2.469287073876495, 49.20323837898357], [2.467439103576238, 49.200155492735455], [2.47152004218239, 49.19820454767752], [2.500969345759219, 49.194518153971366], [2.493626284867941, 49.18229633062794], [2.507242862280893, 49.16812958208611], [2.526001652066352, 49.17240353475774], [2.524451455526195, 49.16053865653092], [2.495778012847453, 49.15851593798499], [2.4813123591442743, 49.157456503303216]]]}";32546;141;36;4;60;22
33373;33660;SAINT-ANTOINE-SUR-L'ISLE;GIRONDE;AQUITAINE;Commune simple;61;;0,5;45.0470360982,0.0461113956176;"{""type"": ""Polygon"", ""coordinates"": [[[0.017596476635106002, 45.013987080892626], [0.019594285829518002, 45.02394283274187], [0.016455839257392, 45.026570820241126], [0.028586563104529002, 45.031175199363304], [0.03114849779874, 45.0499487681422], [0.043907642183303, 45.05432481814682], [0.04968231858933601, 45.05955971187179], [0.0531467990154, 45.07270719573593], [0.06115371732511, 45.076171410972144], [0.07063096143076601, 45.076105688511994], [0.07234496965240801, 45.07470012033642], [0.073296246886091, 45.07012996284159], [0.055929264213938006, 45.04207419112982], [0.044805970966187006, 45.03563454918105], [0.040690950795966005, 45.022136150492535], [0.039140291759647006, 45.02431139836047], [0.017596476635106002, 45.013987080892626]]]}";24867;373;22;5;33;72
72357;72800;THOREE-LES-PINS;SARTHE;PAYS DE LA LOIRE;Commune simple;61;;0,7;47.6661683505,0.0339317804074;"{""type"": ""Polygon"", ""coordinates"": [[[0.01296509925915, 47.62868956813916], [-0.004507638464452001, 47.647688423790356], [-0.0030969241670660004, 47.6583804859231], [0.02050714848624, 47.69835535334442], [0.023563448944583003, 47.69905469294491], [0.047559826068703, 47.694592203669714], [0.063809048543303, 47.68176121147832], [0.08135790396910701, 47.67476102997744], [0.06869694041929, 47.66103263704717], [0.077059696937118, 47.65829685994013], [0.061515579342323004, 47.64933210426896], [0.031235573126769004, 47.645170635345366], [0.01296509925915, 47.62868956813916]]]}";31668;357;16;1;72;52
33173;33570;FRANCS;GIRONDE;AQUITAINE;Commune simple;61;;0,2;44.942978361,-0.000642760305431;"{""type"": ""Polygon"", ""coordinates"": [[[0.018211644309914, 44.9280292463143], [-0.009928036450463001, 44.92818046972275], [-0.016969810910391, 44.932233246826485], [-0.010442064318948, 44.93987970068107], [-0.01779942000106, 44.94764513743869], [-0.009525432975291001, 44.94974360937297], [-0.002167322484147, 44.95781746939948], [-0.004268500194269, 44.96718533919573], [0.009230298216758, 44.96277392470013], [0.005113831704019, 44.94623767536696], [0.018211644309914, 44.9280292463143]]]}";15957;173;31;5;33;72
29053;29590;LE FAOU;FINISTERE;BRETAGNE;Chef-lieu canton;61;;1,8;48.3059334041,-4.1421494556;"{""type"": ""Polygon"", ""coordinates"": [[[-4.152000645311894, 48.29628298335262], [-4.161644869188811, 48.29830003084058], [-4.165913824830699, 48.296441799032436], [-4.17002869605436, 48.28333568109729], [-4.195914725409737, 48.29167088847082], [-4.181455492952448, 48.29632823768477], [-4.193142756508756, 48.297531804675565], [-4.182925307556039, 48.30430670901048], [-4.173142315833187, 48.3018841343111], [-4.163126133892362, 48.303206168895464], [-4.150982975021975, 48.30979669412519], [-4.143760066030563, 48.31902422716687], [-4.129519723947971, 48.32338110983446], [-4.109225492813431, 48.320160100692156], [-4.088333238955316, 48.3102777901318], [-4.096241927392266, 48.30646922467522], [-4.110354854267499, 48.30859208913406], [-4.122367228261798, 48.30210424884837], [-4.152000645311894, 48.29628298335262]]]}";10018;53;14;2;29;53
85211;85150;SAINTE-FLAIVE-DES-LOUPS;VENDEE;PAYS DE LA LOIRE;Commune simple;61;;2,1;46.611019489,-1.58031627863;"{""type"": ""Polygon"", ""coordinates"": [[[-1.642078626056949, 46.57292398929096], [-1.632246529885248, 46.58064678367107], [-1.629602789890761, 46.58723909377116], [-1.631282652591034, 46.60066479974049], [-1.6249509563983882, 46.61730081173271], [-1.6219589462315431, 46.622292325874206], [-1.625413413902955, 46.627194843227], [-1.5849447453173422, 46.63634489090188], [-1.555359769287184, 46.64018632953028], [-1.5509059462166932, 46.638604659428836], [-1.545715205642849, 46.62915125195139], [-1.531230622274565, 46.626740074339864], [-1.532605139796144, 46.617008121412525], [-1.518072411616548, 46.60074402858548], [-1.536679727333424, 46.59227839264183], [-1.55168226055702, 46.594262071431295], [-1.6065060292508062, 46.59057067572967], [-1.6321154878416322, 46.57434718910967], [-1.642078626056949, 46.57292398929096]]]}";4416;211;16;3;85;52
50537;50200;SAINT-PIERRE-DE-COUTANCES;MANCHE;BASSE-NORMANDIE;Commune simple;61;;0,4;49.0395774631,-1.43513976797;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.431485608876324, 49.03872349533701], [-1.431879078435343, 49.0479759587286], [-1.419919472590111, 49.05779195159598], [-1.414879583308515, 49.057986444014205], [-1.413013070907589, 49.05489412128668], [-1.418949967440109, 49.04223880460687], [-1.431485608876324, 49.03872349533701]]], [[[-1.438500151201008, 49.024811149518136], [-1.448051551187356, 49.03047337478625], [-1.461663288166876, 49.02949054683531], [-1.461591552701262, 49.03566240173522], [-1.455208354508233, 49.04028555186425], [-1.458171719098735, 49.0428862873538], [-1.444361662168743, 49.03392434901001], [-1.439357458659581, 49.03402858024073], [-1.433369884666238, 49.03929330062759], [-1.4287344592415772, 49.033295474484085], [-1.431257348441041, 49.02675405835806], [-1.438500151201008, 49.024811149518136]]]]}";26520;537;12;3;50;25
33326;33820;PLEINE-SELVE;GIRONDE;AQUITAINE;Commune simple;61;;0,2;45.3271088387,-0.582258150086;"{""type"": ""Polygon"", ""coordinates"": [[[-0.57386675726279, 45.310716600339916], [-0.577288606564983, 45.31665535349226], [-0.590741512397785, 45.31586370089253], [-0.594493423206765, 45.321142414835734], [-0.5940056339820811, 45.331596023357996], [-0.585471983482388, 45.342947728721086], [-0.5689666025873611, 45.33152329724629], [-0.57386675726279, 45.310716600339916]]]}";13870;326;40;1;33;72
14534;14130;REUX;CALVADOS;BASSE-NORMANDIE;Commune simple;61;;0,3;49.276489057,0.153456757288;"{""type"": ""Polygon"", ""coordinates"": [[[0.153777392074251, 49.251263897305485], [0.14179125738765, 49.257781068976776], [0.14068739167798702, 49.264564565659086], [0.13093294453201, 49.275118581301754], [0.14354457793261702, 49.28025741838034], [0.15212942790025702, 49.29163256005595], [0.157668053587426, 49.300191650078325], [0.172869695945695, 49.290851930244514], [0.164814296959457, 49.27225853319558], [0.15503269619506302, 49.2609098024113], [0.153777392074251, 49.251263897305485]]]}";15783;534;27;3;14;25
35254;35410;SAINT-AUBIN-DU-PAVAIL;ILLE-ET-VILAINE;BRETAGNE;Commune simple;61;;0,7;48.0416999563,-1.45944428687;"{""type"": ""Polygon"", ""coordinates"": [[[-1.475554024491968, 48.02991090384914], [-1.485282457305706, 48.03355123619322], [-1.487672465090085, 48.03891319763348], [-1.478631515853706, 48.046423428421626], [-1.431106898954428, 48.052098771713645], [-1.429209257386988, 48.042120720747434], [-1.43923533676236, 48.040994670082235], [-1.440817200601872, 48.03774430910757], [-1.4601946216002362, 48.03644323067872], [-1.461851891041043, 48.03330683685499], [-1.475554024491968, 48.02991090384914]]]}";34837;254;7;3;35;53
33201;33550;HAUX;GIRONDE;AQUITAINE;Commune simple;61;;0,8;44.7364762745,-0.365775340015;"{""type"": ""Polygon"", ""coordinates"": [[[-0.38518437665812505, 44.71864756864342], [-0.383917759735794, 44.72868875873767], [-0.38818235375874804, 44.73023440967703], [-0.39275178175164405, 44.742908542654064], [-0.383424532813803, 44.74108530190695], [-0.352074330905067, 44.758367036843325], [-0.344553789267225, 44.757594150785415], [-0.347346818619487, 44.75288705600705], [-0.345326609030963, 44.7431620283931], [-0.35191800017651104, 44.72158837701197], [-0.38518437665812505, 44.71864756864342]]]}";8183;201;23;2;33;72
91577;91250;SAINTRY-SUR-SEINE;ESSONNE;ILE-DE-FRANCE;Commune simple;61;;5,1;48.5930107359,2.4941919266;"{""type"": ""Polygon"", ""coordinates"": [[[2.482368683850292, 48.58256729233454], [2.490357142177879, 48.60735716018246], [2.499562378783351, 48.605030433928405], [2.504735654305192, 48.5858019006497], [2.508874108541508, 48.584028949848545], [2.482368683850292, 48.58256729233454]]]}";9085;577;32;2;91;11
33028;33750;BARON;GIRONDE;AQUITAINE;Commune simple;61;;1;44.8235731803,-0.317485301092;"{""type"": ""Polygon"", ""coordinates"": [[[-0.31237112803003303, 44.7995255292299], [-0.324512280499179, 44.803865868028275], [-0.32905215418917105, 44.80913634619558], [-0.340777814388236, 44.83516874814822], [-0.334367984514484, 44.83940772979398], [-0.313056239334978, 44.84291192764089], [-0.29467854760121, 44.8323485603451], [-0.307700204505686, 44.80273780253985], [-0.31237112803003303, 44.7995255292299]]]}";18101;28;16;5;33;72
22106;22360;LANGUEUX;COTES-D'ARMOR;BRETAGNE;Chef-lieu canton;61;;7,1;48.5000522834,-2.70972282168;"{""type"": ""Polygon"", ""coordinates"": [[[-2.688108676689073, 48.483928594076254], [-2.707073523656866, 48.48565100297554], [-2.736995605449274, 48.497339822001656], [-2.727510273550535, 48.513113541242085], [-2.710095666691827, 48.5203567313303], [-2.688137404628382, 48.4960672996265], [-2.6797425897481792, 48.491734496667696], [-2.688108676689073, 48.483928594076254]]]}";27738;106;49;4;22;53
50235;50270;LA HAYE-D'ECTOT;MANCHE;BASSE-NORMANDIE;Commune simple;61;;0,2;49.3936872914,-1.73016316;"{""type"": ""Polygon"", ""coordinates"": [[[-1.740683408252073, 49.37773060580928], [-1.738612204852691, 49.38399816039385], [-1.75017987529583, 49.38873063125412], [-1.750527402623737, 49.39503830537381], [-1.741439924273475, 49.40586759516699], [-1.743053911890688, 49.40885681027725], [-1.738948708202268, 49.407135891350194], [-1.715293766851485, 49.409510753701596], [-1.713960771346112, 49.37989299375973], [-1.740683408252073, 49.37773060580928]]]}";30682;235;3;2;50;25
17070;17770;BRIZAMBOURG;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;61;;0,9;45.8065841077,-0.476018876791;"{""type"": ""Polygon"", ""coordinates"": [[[-0.49677882013233904, 45.77250105453113], [-0.503969596572805, 45.78473486369011], [-0.5080511257486751, 45.79098073895531], [-0.49728612188560706, 45.812848843676626], [-0.50105693136053, 45.82271015547296], [-0.48826980056100905, 45.83701423307864], [-0.47325051585144806, 45.828679999955284], [-0.45413406737411405, 45.82710333950041], [-0.437949805345322, 45.82083734462086], [-0.440082992827769, 45.8178339567549], [-0.43157722761166, 45.81496524923117], [-0.45249106904833203, 45.80187969092584], [-0.45430243093022105, 45.79519930673276], [-0.46330613703118906, 45.78734283950695], [-0.48389973700068506, 45.779056030932615], [-0.49292783397055706, 45.77861452497013], [-0.49677882013233904, 45.77250105453113]]]}";1401;70;28;5;17;54
62781;62860;SAUCHY-LESTREE;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;61;;0,5;50.2199513579,3.11647492412;"{""type"": ""Polygon"", ""coordinates"": [[[3.132560193106485, 50.202582505695844], [3.098888806894894, 50.211710572690784], [3.085529661028735, 50.22249602791265], [3.099195456578289, 50.232542715416976], [3.114514340257326, 50.2343971219169], [3.135123593309608, 50.229994296875155], [3.142792227949894, 50.21923723125964], [3.132560193106485, 50.202582505695844]]]}";24743;781;35;1;62;31
22044;22400;COETMIEUX;COTES-D'ARMOR;BRETAGNE;Commune simple;61;;1,6;48.4866224829,-2.59223420538;"{""type"": ""Polygon"", ""coordinates"": [[[-2.598320750159615, 48.47030844441797], [-2.6112933440883213, 48.48380057235542], [-2.607568981473595, 48.490325949599], [-2.613394390301516, 48.50366861977661], [-2.592965958157161, 48.5032537076829], [-2.566832258106786, 48.48362350190033], [-2.579285756440516, 48.47177399790654], [-2.598320750159615, 48.47030844441797]]]}";4629;44;18;4;22;53
72016;72300;AUVERS-LE-HAMON;SARTHE;PAYS DE LA LOIRE;Commune simple;61;;1,5;47.903917058,-0.345078374369;"{""type"": ""Polygon"", ""coordinates"": [[[-0.33642476362059703, 47.869644817105375], [-0.356762280493499, 47.87073097499945], [-0.37087007857903104, 47.87510961078689], [-0.37683851991780803, 47.88726988589183], [-0.391195441798152, 47.889161834456054], [-0.392576436514446, 47.89232876674969], [-0.41104035035877, 47.89536065400719], [-0.40404676455062905, 47.900347016209864], [-0.40650001482650805, 47.91039182763045], [-0.41285276339879, 47.915837284604024], [-0.39765245719746706, 47.91826897170063], [-0.39292567044229404, 47.92733246217466], [-0.38484028094840406, 47.93084465848225], [-0.33870349153256, 47.93249879556698], [-0.3303187443391, 47.93664613720189], [-0.31999347651756804, 47.93529913623624], [-0.304206882594362, 47.92674600427398], [-0.285173831998268, 47.89878970775806], [-0.271944470744302, 47.89364676500303], [-0.270620378862093, 47.88998162429146], [-0.29009645338491, 47.89155388667219], [-0.30613443538503, 47.878762623103206], [-0.320993291079527, 47.87784747607658], [-0.33642476362059703, 47.869644817105375]]]}";3160;16;27;1;72;52
80117;80830;BOUCHON;SOMME;PICARDIE;Commune simple;61;;0,2;50.0402317999,2.0267416793;"{""type"": ""Polygon"", ""coordinates"": [[[2.047875170597286, 50.03900253337421], [2.030250789747024, 50.02708849811225], [2.026002775838127, 50.03266882345573], [2.00582409511144, 50.03483326813991], [2.015076579619053, 50.049611962655135], [2.031819086613671, 50.050912978944524], [2.047875170597286, 50.03900253337421]]]}";22044;117;34;2;80;22
62148;62320;BOIS-BERNARD;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;61;;0,8;50.3775317977,2.91332273733;"{""type"": ""Polygon"", ""coordinates"": [[[2.912040566426795, 50.364392241075436], [2.905329598034359, 50.37298789605521], [2.89457858903146, 50.378805642723755], [2.897976485948644, 50.38556856510576], [2.91695693809499, 50.38756680416394], [2.929788983179459, 50.37901023385317], [2.930890825872324, 50.37406420837339], [2.920525848585693, 50.3682673882039], [2.912040566426795, 50.364392241075436]]]}";24539;148;45;1;62;31
79058;79230;BRULAIN;DEUX-SEVRES;POITOU-CHARENTES;Commune simple;61;;0,7;46.2053327297,-0.314279915986;"{""type"": ""Polygon"", ""coordinates"": [[[-0.29120963439561404, 46.19291302255184], [-0.296216911079061, 46.19330864923136], [-0.31445636167275404, 46.181809561526606], [-0.3241898651399, 46.16964626546932], [-0.33385472630143304, 46.17029133141581], [-0.343321654444998, 46.17832299724217], [-0.35596397410220904, 46.18900015167575], [-0.34380709804098, 46.19351351278725], [-0.333565810865914, 46.204584781838996], [-0.33507938381692104, 46.21111075901707], [-0.34334062594166204, 46.21437409725416], [-0.34320469251803104, 46.22044377583999], [-0.32061699369067204, 46.22567521994294], [-0.309600794952536, 46.23591941611352], [-0.28952643640207903, 46.23384311333481], [-0.268133586516834, 46.22531218992636], [-0.28893137794170104, 46.212040737423614], [-0.291609879529708, 46.20562731186214], [-0.28569032777889, 46.20064335792457], [-0.29120963439561404, 46.19291302255184]]]}";6023;58;23;2;79;54
14189;14140;COUPESARTE;CALVADOS;BASSE-NORMANDIE;Commune simple;61;;0;49.0552846062,0.103766314916;"{""type"": ""Polygon"", ""coordinates"": [[[0.11455890988950801, 49.042066065816876], [0.090684927207324, 49.04873309107021], [0.08400142251436, 49.05658792052141], [0.09168258677363901, 49.06023826424163], [0.10009706702898401, 49.07160764674056], [0.111002323828086, 49.065383238442635], [0.11761276126996902, 49.05336842968282], [0.12211113114431901, 49.04705205803263], [0.11455890988950801, 49.042066065816876]]]}";35325;189;24;3;14;25
2599;2300;PIERREMANDE;AISNE;PICARDIE;Commune simple;61;;0,3;49.566550412,3.25836777343;"{""type"": ""Polygon"", ""coordinates"": [[[3.284466813442613, 49.55122171893068], [3.262190893556125, 49.56025878309511], [3.246833535182254, 49.55853854567983], [3.231508315089635, 49.560653690204944], [3.227726153616778, 49.558288316753995], [3.222068196568542, 49.56291803220842], [3.231036098761002, 49.56624438443179], [3.2366188400724862, 49.57537314175835], [3.246608433354436, 49.57495785007064], [3.258565866828245, 49.581151751919165], [3.26862959376166, 49.57359008302005], [3.283754123618917, 49.57474192715529], [3.284466813442613, 49.55122171893068]]]}";34680;599;11;2;2;22
50572;50270;SENOVILLE;MANCHE;BASSE-NORMANDIE;Commune simple;61;;0,2;49.4292326453,-1.77035371165;"{""type"": ""Polygon"", ""coordinates"": [[[-1.7867452421888492, 49.417318773479955], [-1.7970935274757291, 49.42897496272591], [-1.785427361144322, 49.43446180699017], [-1.783148797528101, 49.440990196082524], [-1.772903649691437, 49.44293469384765], [-1.760640304828676, 49.436511659961354], [-1.7472598094483822, 49.43963988089292], [-1.747783427925648, 49.42422189158307], [-1.7463926835530401, 49.421566163966574], [-1.7867452421888492, 49.417318773479955]]]}";14913;572;3;2;50;25
37128;37130;LIGNIERES-DE-TOURAINE;INDRE-ET-LOIRE;CENTRE;Commune simple;61;;1,1;47.2948836484,0.417423372604;"{""type"": ""Polygon"", ""coordinates"": [[[0.44604372741065, 47.29297329693177], [0.42466679376884103, 47.28433119599726], [0.40965766852100105, 47.28402402783394], [0.39586735009508706, 47.28014834493556], [0.38658737759683903, 47.28208338785173], [0.38412505973457606, 47.29160273920542], [0.4033095213124, 47.30252719286927], [0.417416830633539, 47.303796783288185], [0.428414000807027, 47.30974253134417], [0.43766772218529504, 47.310919972046456], [0.44618534173289404, 47.308369558119956], [0.44604372741065, 47.29297329693177]]]}";12109;128;2;1;37;24
80131;80440;BOVES;SOMME;PICARDIE;Chef-lieu canton;61;;2,9;49.8416983547,2.38329938431;"{""type"": ""Polygon"", ""coordinates"": [[[2.350386169953579, 49.81054137012156], [2.34081940713378, 49.82998618187172], [2.335750409317102, 49.83101884816543], [2.335539086614097, 49.835518807427356], [2.356115163161655, 49.85059661452927], [2.3476386427354052, 49.862626100887724], [2.359731800973718, 49.86467552867077], [2.361712775219036, 49.86741699123891], [2.370669021958064, 49.865864333174976], [2.396117178407728, 49.86000952881957], [2.421769757796476, 49.85644128015934], [2.422489955623948, 49.85296790373797], [2.439990022650843, 49.8448021046064], [2.438867961197542, 49.83818467837359], [2.419904239292844, 49.82739588694171], [2.40598879768151, 49.82974572008113], [2.39655771790221, 49.82862135250529], [2.395233211181878, 49.82553319510797], [2.382286311748239, 49.82927768942789], [2.374520422020058, 49.82151164476988], [2.356666991804019, 49.815623908041836], [2.350386169953579, 49.81054137012156]]]}";7720;131;13;2;80;22
33147;33420;DAIGNAC;GIRONDE;AQUITAINE;Commune simple;61;;0,5;44.7959422928,-0.235707900811;"{""type"": ""Polygon"", ""coordinates"": [[[-0.21627599297837302, 44.78275735151827], [-0.222654155440376, 44.78521216071015], [-0.247453227593312, 44.787182409035616], [-0.252322970099612, 44.78999513881417], [-0.251980378427942, 44.816875519853504], [-0.24040933654836102, 44.81226735219977], [-0.24241219481956802, 44.80595529047232], [-0.23725744989621902, 44.80062739308503], [-0.2263065602391, 44.7948374177594], [-0.22049580566902402, 44.79965592069708], [-0.20920598731066803, 44.791441297966855], [-0.21596382220205101, 44.7828294860603], [-0.21627599297837302, 44.78275735151827]]]}";28544;147;16;5;33;72
